repo,skill_name,agents
affaan-m/everything-claude-code,python-patterns,
affaan-m/everything-claude-code,python-testing,
wshobson/agents,async-python-patterns,
wshobson/agents,python-packaging,
wshobson/agents,python-performance-optimization,
wshobson/agents,python-testing-patterns,
