repo,skill_name,agents
affaan-m/everything-claude-code,laravel-patterns,opencode claude-code codex
affaan-m/everything-claude-code,laravel-plugin-discovery,opencode claude-code codex
affaan-m/everything-claude-code,laravel-tdd,opencode claude-code codex
affaan-m/everything-claude-code,laravel-verification,opencode claude-code codex
jeffallan/claude-skills,laravel-specialist,opencode claude-code codex
